instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,label
77556160,9575,257517,215949,0,0,0,8,147456,4,0,3596349,4524778,1
32981037,16800,797990,140417,2,0,0,0,0,0,0,0,0,1
11049222,5302,204689,55819,0,0,0,0,0,0,0,0,0,1
4968323,5252,188982,34310,0,0,0,0,0,0,0,0,0,1
15314480,11345,601098,112428,0,0,0,0,0,0,0,0,0,1
7059786,7110,370531,86466,2,0,0,0,0,0,0,0,0,1
19475025,8149,451248,76678,0,0,0,0,0,0,0,0,0,1
2314515,2788,273546,54665,0,0,0,0,0,0,0,0,0,1
42232964,254,15318,3813,0,0,0,0,0,0,0,0,0,1
22808845,386,22814,5812,0,0,0,0,0,0,0,0,0,1
125243,849,36774,23933,0,0,0,0,0,0,0,0,0,1
30987,381,8206,1234,0,0,0,2,59392,0,0,8906411,0,1
51058,0,4969,512,0,20,447488,0,0,0,1880752,0,0,1
28405,122,5049,1180,0,8,134144,0,0,0,595974,0,0,1
28412,0,7352,518,0,40,346624,0,0,0,3699729,0,0,1
54435,0,4378,568,0,94,1738240,2,8192,0,9382948,4515137,0,1
28402,110,4622,1175,0,75,798720,0,0,0,2897726,0,0,1
28402,0,6363,547,0,12,49152,0,0,0,726623,0,0,1
1315831,128,4625,533,0,18,709632,0,0,0,1352649,0,0,1
7574446,3938,5067,14830,0,55,1617920,0,0,0,4215750,0,0,1
1052752,2480,195827,35232,1,65,266240,0,0,0,4315603,0,0,1
173335,804,132964,10171,0,10,40960,0,0,0,861209,0,0,1
34023,7,12901,3657,1,58,1804288,2,8192,0,14836565,6417292,0,1
28411,0,17105,546,0,86,2214912,0,0,0,6259006,0,0,1
3722245,2302,4527,568,0,70,315392,0,0,0,3218034,0,0,1
20042461,2788,41440,36143,0,47,192512,0,0,0,2813287,0,0,1
60330279,0,181302,18920,0,48,196608,0,0,0,2853026,0,0,1
15060314,11434,74495,738,0,81,331776,0,0,0,4202365,0,0,1
29217453,5697,96010,9593,0,127,577536,0,0,0,5495087,0,0,1
17054376,12164,4941,522,0,87,496128,0,0,0,4360593,0,0,1
20145878,12145,4425,5083,2,95,529920,0,0,0,4833093,0,0,1
11091562,7293,188800,59595,1,145,945664,0,0,0,5903437,0,0,1
1045450,4226,361331,132212,1,68,570880,0,0,0,3920970,0,0,1
28813,535,532361,150851,0,101,1074688,0,0,0,5294847,0,0,1
30576,0,687308,114759,0,102,966144,0,0,0,5134594,0,0,1
51368,1,632831,91020,0,109,953344,0,0,0,5064984,0,0,1
30990,182,309150,17356,0,66,468992,0,0,0,4090780,0,0,1
28414,0,17437,529,0,87,392192,0,0,0,4022355,0,0,1
68474,167,4650,575,0,114,526848,0,0,0,4679413,0,0,1
7411468,0,7958,1294,0,105,450560,0,0,0,4470221,0,0,1
10894263,2516,4783,519,0,71,577536,0,0,0,3867960,0,0,1
10774504,7126,4491,522,1,108,442368,0,0,0,4348034,0,0,1
12684402,7176,9634,4263,0,108,442368,0,0,0,4717738,0,0,1
12670426,6186,6997,515,0,115,1024512,0,0,0,4795181,0,0,1
5179140,3543,139685,29193,0,52,206848,0,0,0,3305843,0,0,1
5522574,3794,214558,46381,0,83,377344,0,0,0,5627151,0,0,1
5008217,5433,344997,96092,0,110,450560,0,0,0,5357282,0,0,1
8917752,4237,480177,107780,4,110,450560,0,0,0,5016731,0,0,1
6193007,9896,302247,60099,0,63,258048,0,0,0,3149942,0,0,1
15921961,7364,290271,11034,0,40,163840,15,1523712,0,2213463,10547801,0,1
20562413,4609,385731,71350,4,29,274432,5,20480,0,39636715,38123568,0,1
15538112,8031,421251,117021,2,44,270336,0,0,0,3546338,0,0,1
14344036,7445,284995,137295,2,0,0,0,0,0,0,0,0,1
10737848,16108,270700,22609,0,25,102400,0,0,0,1625960,0,0,1
17565473,4930,419666,70989,0,105,430080,0,0,0,6774427,0,0,1
21604331,18802,557485,100472,0,137,561152,0,0,0,6101024,0,0,1
21085966,24549,455053,122179,9,176,720896,0,0,0,6838128,0,0,1
26747481,19788,450480,99428,5,129,528384,0,0,0,5862360,0,0,1
32272562,21288,1091620,131855,7,125,512000,0,0,0,6867019,0,0,1
34688987,22691,799976,154285,0,98,825344,0,0,0,4767582,0,0,1
14712006,34490,478026,96351,2,93,380928,0,0,0,4999758,0,0,1
15618154,24125,928377,153869,0,81,418816,0,0,0,5598998,0,0,1
15316752,21518,1038079,167672,1,145,606208,0,0,0,6689523,0,0,1
14228132,13531,1393465,204537,1,112,471040,0,0,0,6197510,0,0,1
26212122,31174,1313804,120730,1,81,360448,0,0,0,4488509,0,0,1
27997232,11000,898768,109332,0,95,543744,0,0,0,4981008,0,0,1
26556498,12638,1120262,92375,2,147,602112,0,0,0,8076080,0,0,1
28207003,44215,790644,110210,0,132,574464,0,0,0,7118260,0,0,1
28067751,67257,512269,90819,1,123,766464,0,0,0,6489825,0,0,1
21034749,66120,726544,103742,0,106,526336,0,0,0,4660048,0,0,1
28654950,64914,319084,99834,0,77,343040,0,0,0,4022908,0,0,1
27721147,68772,39090,61210,1,123,516096,0,0,0,5974356,0,0,1
28133944,15464,3889,86005,0,94,643072,0,0,0,5352616,0,0,1
28466970,20676,278764,142548,1,119,487424,0,0,0,5635780,0,0,1
28299076,26359,77436,208716,1,102,417792,0,0,0,6227326,0,0,1
14646249,15143,226150,101440,0,61,253952,0,0,0,3626616,0,0,1
19411860,23378,129369,102275,0,61,249856,0,0,0,3623670,0,0,1
19054733,15326,3675,100360,0,67,1323008,0,0,0,4116677,0,0,1
19984462,25375,521539,98752,0,118,483328,0,0,0,6900341,0,0,1
17971472,9895,649152,138902,1,73,299008,0,0,0,5589373,0,0,1
19822262,41520,1191159,183376,1,95,497152,0,0,0,5291189,0,0,1
15314011,35239,1414761,117771,0,79,323584,0,0,0,4983176,0,0,1
15745521,61116,561523,120870,1,77,315392,0,0,0,5034337,0,0,1
15469989,58176,12422,71133,0,50,246272,0,0,0,3843728,0,0,1
15590137,62508,4069,148024,0,63,258048,0,0,0,3684136,0,0,1
16536855,63664,7536,156380,1,54,221184,0,0,0,4583559,0,0,1
18158772,67457,3975,163904,0,98,454144,1,4096,0,15567851,4668261,0,1
17902186,56125,16878,144354,2,87,1798144,0,0,0,5535711,0,0,1
56240064,35086,5965,145526,0,77,315392,0,0,0,3941371,0,0,1
52826267,35838,830210,132707,1,42,172032,0,0,0,2452114,0,0,1
28480816,39129,1081948,118862,1,91,661504,0,0,0,4923288,0,0,1
29948120,39013,1153649,114724,0,34,139264,1,28672,0,8485461,3813764,0,1
52104524,9175,1202016,104202,0,30,122880,14,1200128,2,4721318,7904884,5353677,1
45712979,10717,1164205,105217,0,25,1658880,0,0,0,2151661,0,0,1
46583342,11401,1423003,105929,0,8,667648,2,8192,0,617149,6302135,0,1
26853098,9428,1387774,104242,0,67,274432,0,0,0,4494587,0,0,1
68299056,10598,1160418,147556,2,67,274432,0,0,0,4033282,0,0,1
28269195,37686,1158665,152996,0,60,1118208,0,0,0,5344679,0,0,1
23301780,42002,872857,159848,0,61,249856,0,0,0,4225883,0,0,1
19727277,11910,454026,110125,0,71,290816,0,0,0,5211465,0,0,1
21996701,9676,194298,109508,0,65,487424,0,0,0,4151449,0,0,1
16475999,13365,323887,89279,0,65,266240,0,0,0,4301708,0,0,1
15259603,15695,503451,80992,0,64,289792,0,0,0,4161070,0,0,1
25291509,33016,832869,99805,0,42,404480,7,688128,0,2847508,4696940,0,1
28966783,58791,893227,73595,1,61,290816,1,10240,0,9309564,5869331,0,1
26943481,18512,891046,71088,1,59,270336,0,0,0,4163468,0,0,1
27684349,14451,911378,133401,0,66,270336,0,0,0,3408185,0,0,1
28110821,8615,745136,131442,0,58,272384,0,0,0,3277870,0,0,1
26527781,11156,695293,101469,0,45,771072,0,0,0,2946572,0,0,1
21472017,11252,341740,103003,0,82,389120,0,0,0,4893569,0,0,1
24129429,12038,750548,99825,0,25,102400,0,0,0,1483477,0,0,1
24394900,23208,784143,156651,0,29,323072,0,0,0,2226218,0,0,1
35372508,33080,899162,161491,0,55,299008,0,0,0,2885706,0,0,1
40578989,42754,761089,178032,0,35,437248,0,0,0,2454309,0,0,1
53237933,13018,1212463,156537,1,52,212992,0,0,0,3535260,0,0,1
42795135,9869,1136703,143829,0,85,382464,0,0,0,3985140,0,0,1
47514566,12102,1367108,142341,1,58,871424,0,0,0,3941830,0,0,1
39488524,11676,1359112,128504,0,143,1436160,0,0,0,6196883,0,0,1
51748307,61783,942341,141331,1,173,708608,0,0,0,7627400,0,0,1
48549341,65142,677972,162475,2,94,441856,8,626688,1,23616649,8595506,1224707,1
50036077,28518,51882,155177,0,64,385536,0,0,0,3998096,0,0,1
36044733,10494,4148,109848,0,138,712704,0,0,0,6359354,0,0,1
23780222,11547,91785,102462,0,91,358400,6,59392,0,9882383,5428597,0,1
15413849,11273,59972,102297,0,91,372736,0,0,0,4513952,0,0,1
14991794,13921,4120,102455,1,47,192512,0,0,0,3256077,0,0,1
14201299,22420,1051180,126104,1,91,372736,0,0,0,4832184,0,0,1
19513386,23609,1354547,144423,0,139,569344,0,0,0,6049333,0,0,1
16420657,28560,1060658,115157,1,136,557056,0,0,0,5276140,0,0,1
15451095,53814,1108500,150065,2,77,315392,0,0,0,4535366,0,0,1
25055562,60614,1111209,150107,1,79,323584,0,0,0,4293791,0,0,1
19154192,67907,1365661,135498,0,51,208896,0,0,0,3288873,0,0,1
26637768,60833,1286162,133535,0,23,94208,0,0,0,1608332,0,0,1
29271399,68978,1286756,148641,0,69,282624,0,0,0,4180220,0,0,1
27200133,34912,1283468,131776,1,104,618496,0,0,0,4987225,0,0,1
31594605,44653,1296916,137185,0,102,417792,0,0,0,4887783,0,0,1
25387892,44395,1125137,139772,1,53,217088,0,0,0,2954167,0,0,1
26723594,49108,997948,129971,0,91,372736,0,0,0,5507262,0,0,1
21717558,38088,1475351,178980,1,77,1227776,0,0,0,4423228,0,0,1
28931026,28924,1287077,142471,0,68,278528,0,0,0,4895802,0,0,1
22668565,28818,1183752,153447,1,69,312832,0,0,0,4498795,0,0,1
24672006,28983,1060703,131438,0,46,3151872,0,0,0,3773764,0,0,1
24733783,30416,998159,156687,1,33,328704,0,0,0,2703214,0,0,1
23908314,40236,940722,188955,0,55,1252864,0,0,0,4126656,0,0,1
22610260,59124,1040724,150152,0,51,552448,0,0,0,4406331,0,0,1
22142965,43031,1206477,118725,0,53,455680,0,0,0,3986000,0,0,1
26663332,43418,1106735,110644,1,23,94208,0,0,0,1850615,0,0,1
30533596,47916,1427471,135866,0,49,200704,0,0,0,4276631,0,0,1
27411261,46998,1560129,150559,0,27,110592,20,1683456,1,11615488,37970139,5052645,1
30004519,51516,1325782,150608,3,12,49152,69,585728,0,45836543,101473152,0,1
23450782,49644,1297392,182607,0,15,61440,67,737280,0,39875669,100359046,0,1
15551227,45438,1305388,144341,0,21,86016,63,659456,0,42858070,116100814,0,1
16969104,35711,1153178,188234,1,17,69632,44,475136,0,30506908,122577200,0,1
30431829,33151,1357539,159521,0,8,32768,58,462848,0,20985094,54129786,0,1
26769339,30285,1088721,161251,0,17,69632,58,385024,0,48540014,122745962,0,1
31225491,40396,1358440,137684,0,18,73728,64,344064,0,43475109,141039485,0,1
28539228,68786,1512189,125640,1,21,86016,46,278528,0,53690073,121663040,0,1
27888202,34767,1434812,172990,0,12,49152,37,262144,0,49777390,108200974,0,1
28525757,42613,1167741,155026,0,24,98304,53,446464,0,46813149,125497640,0,1
26350098,41416,1230781,153936,0,15,61440,57,258048,0,56444161,151115650,0,1
24557023,40630,1245558,169281,0,43,176128,82,692224,0,19770709,35874743,0,1
26132907,38670,1324268,108309,0,50,204800,60,528384,0,32167730,19114151,0,1
24470727,36032,1392379,136909,0,47,217088,75,667648,0,25151505,17766751,0,1
26821101,35614,1298325,126288,0,51,208896,52,684032,0,36514180,21542236,0,1
30626403,30146,1158694,154717,2,45,184320,45,262144,0,26738870,18809882,0,1
31557567,28345,1212300,127986,3,48,247808,55,610304,0,26612407,21208160,0,1
27381040,28798,1435764,183440,0,51,266240,54,954368,0,31876355,21370683,0,1
15058917,25918,1348903,141728,0,40,241152,62,815104,0,19214838,25555471,0,1
15139288,27843,1278294,186751,0,42,192512,38,172032,0,20091869,28261490,0,1
17827654,26531,872783,155280,1,48,654848,47,704512,0,28323282,21634679,0,1
30091125,25863,1388612,146051,6,57,646144,69,602112,0,30224668,21726480,0,1
27037159,24694,1383122,141201,0,48,196608,49,208896,0,31055748,19167483,0,1
27126914,22555,1593512,136377,0,45,184320,63,266240,0,31617699,20345137,0,1
32770231,26059,1284102,128271,0,35,215552,43,307200,0,25530486,22168075,0,1
33636248,21770,1378145,156708,0,62,1170432,53,712704,0,20494962,15627979,0,1
32526131,34416,1398097,160886,1,57,233472,38,184320,0,39675991,22155411,0,1
25738165,19602,1125756,156640,1,45,180736,55,471040,0,23019407,15769642,0,1
26567888,29398,895642,147191,2,33,2194944,54,548864,0,23213964,30694130,0,1
25916008,29565,1233620,154480,1,49,3765760,47,557056,0,33136328,18664084,0,1
26666260,28633,1271630,137649,2,51,2856448,48,618496,0,35012149,17747821,0,1
25862590,22801,1116120,146805,0,56,3336192,12,1191936,1,14085338,26315195,3724704,1
21558623,27841,1271822,116425,2,72,3615232,0,0,0,5347625,0,0,1
29760592,30752,1064136,137106,4,66,5483520,0,0,0,5779486,0,0,1
22885752,30698,1212902,151340,5,50,3880960,0,0,0,4051690,0,0,1
22747716,32244,1310228,143514,1,92,2623488,1,4096,0,7607993,1789199,0,1
28402691,36208,1265413,145301,0,47,3176448,0,0,0,4059113,0,0,1
26246319,43664,1319607,138590,2,57,4192256,2,8192,0,5988549,663093,0,1
39319537,41251,1076491,134219,1,76,3308544,0,0,0,6699510,0,0,1
26414729,34002,1179221,140923,0,50,3096576,1,4096,0,4876690,358524,0,1
22233767,33318,1478895,138844,0,107,5169152,1,8192,0,8733369,299488,0,1
24427600,26258,1363654,147274,4,99,2101248,1,4096,0,7178436,75580,0,1
21743394,38657,1369068,151971,0,89,3180032,1,4096,0,15620196,2459668,0,1
19486787,35863,1225843,151080,0,77,3432448,0,0,0,6611236,0,0,1
26612398,34012,1360502,139711,0,91,4987904,0,0,0,8115786,0,0,1
16826849,34168,1424274,142423,0,49,5232128,0,0,0,6043555,0,0,1
29403179,44061,1430929,145130,0,60,4614656,0,0,0,5178948,0,0,1
23473347,33802,1052956,150859,2,48,3532288,1,8192,0,5107024,1944432,0,1
23104388,38396,1427508,150327,0,78,2923008,0,0,0,5756619,0,0,1
22948732,41478,1399618,136861,1,27,2078208,0,0,0,3380192,0,0,1
16954825,43901,1414764,117696,1,74,4233728,0,0,0,6600208,0,0,1
19546996,31382,1324154,132309,1,140,4781056,0,0,0,9082145,0,0,1
28823116,27822,1330798,130367,0,94,3362816,4,28672,0,11483742,5345127,0,1
20333438,27069,1432492,127360,3,103,4838400,1,4096,0,7592387,236156,0,1
21134996,33729,1330749,153663,2,62,4524544,0,0,0,5222061,0,0,1
29807795,21813,1344989,99300,0,223,4248064,1,4096,0,11666867,2246333,0,1
22502155,21404,1228169,143074,0,98,4524032,1,4096,0,7365227,1771934,0,1
23118666,33492,1410993,127849,0,206,5347840,1,4096,0,9200496,44523,0,1
28222333,47260,1346576,150668,0,23,348160,1,4096,0,1447464,274758,0,1
23757158,51495,1374868,195963,1,128,524288,0,0,0,6169726,0,0,1
21737966,49191,1216145,168933,1,10,40960,2,8192,0,4405480,4569376,0,1
23790358,56441,1200216,142819,0,146,598016,0,0,0,6930854,0,0,1
20537684,42984,1482363,146170,0,131,536576,1,4096,0,6202725,238899,0,1
21428930,47630,1483594,157256,0,2,8192,1,4096,0,132579,337083,0,1
21979949,41130,1389477,147108,1,86,1114112,1,4096,0,7575345,2583654,0,1
23616116,46166,1476446,173001,0,167,684032,0,0,0,7179571,0,0,1
22558020,37092,1495839,143055,0,44,599552,2,12288,0,2944830,436026,0,1
23661305,51025,1448120,158360,0,135,552960,0,0,0,5378856,0,0,1
26112062,29790,1396862,143458,1,84,344064,0,0,0,5530301,0,0,1
23410761,22220,1276649,158396,1,76,311296,1,8192,0,4903502,218910,0,1
25921255,30619,1411586,145797,2,11,45056,0,0,0,715720,0,0,1
25350478,36858,1278061,139247,4,78,319488,0,0,0,4875315,0,0,1
30441253,30340,1285357,147054,0,71,290816,1,4096,0,4643024,362516,0,1
24190703,41111,1341827,140826,0,136,811008,0,0,0,5986755,0,0,1
29640726,28183,1301761,140215,0,85,1382912,2,8192,0,9081853,5647028,0,1
27192124,33814,1457813,146372,1,102,1269248,1,4096,0,6027786,270057,0,1
33524430,45638,1516237,154557,0,57,2991616,3,12288,0,5679810,2972420,0,1
28403775,45081,1374594,206782,1,85,783360,2,8192,0,9146385,3201044,0,1
31372854,41023,1471118,199770,0,75,2600448,1,4096,0,5562367,445559,0,1
30543060,42889,1555641,206402,0,118,5360128,1,4096,0,7731269,224384,0,1
28450036,37913,1123592,144715,0,101,425472,1,4096,0,6814077,228315,0,1
47490590,33755,1330762,173593,1,86,1110016,0,0,0,6416433,0,0,1
46157310,31983,1644823,144504,0,38,663552,1,4096,0,4749357,2440421,0,1
28690627,32649,1180593,144624,0,64,516096,0,0,0,4420214,0,0,1
29606946,25386,1602806,153422,0,26,1122304,2,8192,0,3486926,1749211,0,1
30798647,25552,1553793,193244,3,80,327680,0,0,0,4865669,0,0,1
23211742,23009,1389238,166867,1,90,368640,1,4096,0,4761890,214008,0,1
27266215,21924,1425734,146097,1,45,184320,0,0,0,2478691,0,0,1
27575036,24987,1335930,165835,2,0,0,0,0,0,0,0,0,1
24133783,34459,1195888,169644,1,77,315392,1,4096,0,6345704,1971904,0,1
31163641,28888,1186150,136654,0,87,356352,0,0,0,5273331,0,0,1
33211214,23952,1145663,113030,1,117,479232,2,8192,0,5844668,413438,0,1
31444864,15991,1324594,171573,1,101,413696,0,0,0,4882207,0,0,1
35065884,15750,1070200,199101,2,65,266240,1,8192,0,3424562,215531,0,1
39256156,16972,1331467,189583,0,70,286720,0,0,0,3405359,0,0,1
28266683,17649,1368784,162298,0,22,90112,0,0,0,1104876,0,0,1
24624695,15420,1381289,139226,4,167,684032,0,0,0,6088688,0,0,1
25444262,11197,1327732,136829,0,184,753664,1,8192,0,7899660,2100102,0,1
23320563,12733,1261672,137578,0,66,270336,0,0,0,3456473,0,0,1
30577429,14080,1368485,141160,0,56,229376,0,0,0,3278897,0,0,1
32844900,12857,1272286,135793,0,61,503808,1,4096,0,5092830,2837786,0,1
28147847,13194,1270680,133793,0,35,1159168,0,0,0,2980661,0,0,1
32557814,35856,1145112,15395,0,36,401408,0,0,0,3153542,0,0,1
30634806,25966,1004776,113786,1,73,552960,0,0,0,5073744,0,0,1
31745319,26967,1483902,118557,1,31,1142784,1,4096,0,2898261,340627,0,1
30153008,24890,1448280,136060,1,22,1105920,2,8192,0,1959807,662870,0,1
29176803,25676,1302130,144975,1,38,155648,4,16384,0,5419424,4983016,0,1
33940173,25996,1360191,115474,0,38,1132544,2,8192,0,2859033,615546,0,1
26593057,19111,1397087,126101,2,50,2831872,0,0,0,3533419,0,0,1
28707060,32951,1234919,146491,0,72,911872,0,0,0,5496118,0,0,1
22277605,39953,1355989,148035,0,97,912384,0,0,0,6177651,0,0,1
19683429,34565,1255394,146281,0,88,907264,0,0,0,5255342,0,0,1
27041886,36969,1272569,130435,1,97,3346944,0,0,0,7016627,0,0,1
26963341,21788,1260397,128144,1,62,1475584,0,0,0,4317760,0,0,1
24352784,23942,1262614,135696,1,62,669696,5,20480,0,12649385,7919142,0,1
24714519,37074,1157893,105694,0,25,579072,1,4096,0,2027259,386608,0,1
29558057,32833,1317815,106640,1,78,1034240,2,8192,0,5567530,346495,0,1
30745505,29530,1426133,103776,1,38,1772032,7,28672,0,6478870,8490766,0,1
25867563,40571,1509976,153135,1,106,2482176,1,4096,0,7645794,1969302,0,1
28751176,44179,1292956,160970,3,38,1432576,1,4096,0,2832115,611513,0,1
29420270,30868,1392542,135460,0,59,5570560,0,0,0,6215852,0,0,1
30722635,38637,1217161,122053,0,62,1269760,0,0,0,4597655,0,0,1
24574147,23919,1191098,118215,1,48,1351680,1,4096,0,7600753,2298373,0,1
20708284,25886,1468067,112441,0,83,1119232,1,4096,0,7486211,2119911,0,1
21398900,31988,1353949,123394,0,25,684544,59,7598080,0,4120630,52492694,0,1
21812441,22949,1379131,144405,0,0,0,23,2854912,0,0,10868303,0,1
21103328,28558,1409755,142016,0,0,0,52,487424,1,0,8704391,25002319,1
23111240,21233,1366124,137601,1,0,0,20,122880,0,0,69557770,0,1
19865474,39130,1357389,146393,0,0,0,23,98304,0,0,17799148,0,1
26754791,40889,1380283,155042,1,0,0,30,135168,0,0,17340676,0,1
23787485,40543,1282456,150509,0,0,0,63,286720,0,0,13353005,0,1
24244072,42452,1303467,139187,0,0,0,20,81920,0,0,17191250,0,1
24070375,52258,1284823,128332,0,0,0,48,372736,0,0,23962968,0,1
29532539,43247,1107692,139872,1,0,0,40,200704,0,0,20156369,0,1
24911584,29325,1393912,148562,1,0,0,46,188416,0,0,17140869,0,1
23901451,34614,1405669,165156,1,0,0,35,143360,0,0,19815661,0,1
24962437,21530,1373809,161136,0,0,0,43,176128,0,0,17964445,0,1
30830552,22771,1287853,137945,0,0,0,25,102400,0,0,20483154,0,1
28055421,42279,1335214,124531,0,0,0,29,184320,0,0,34553655,0,1
27423607,53119,1376527,142325,1,0,0,36,229376,0,0,46097373,0,1
31139749,51306,1399698,142429,1,0,0,34,143360,0,0,90909027,0,1
26212770,47145,1385006,115373,0,0,0,78,655360,0,0,22818370,0,1
27243920,37215,1349088,138187,1,0,0,66,565248,0,0,77113681,0,1
34828545,38084,1448558,133542,0,0,0,125,921600,0,0,28585223,0,1
33334081,38776,1364506,116948,0,0,0,125,811008,0,0,42721328,0,1
27277328,40725,1146358,141086,1,0,0,130,835584,0,0,22936557,0,1
31594940,44327,1528837,176030,0,0,0,80,622592,0,0,83469044,0,1
33571537,46481,1523465,176033,2,0,0,155,913408,0,0,27841232,0,1
23949151,24509,1320656,175301,1,0,0,90,1138688,0,0,30595902,0,1
23601264,32230,1540901,170264,1,0,0,59,696320,0,0,30796921,0,1
23500618,28243,1525879,152436,0,0,0,136,851968,0,0,39072833,0,1
34408252,24272,1367441,143969,1,0,0,189,3104768,0,0,28053238,0,1
28368765,21457,1506569,160683,0,0,0,38,1875968,0,0,58412422,0,1
27477465,28633,1523489,192009,0,0,0,99,3682304,0,0,19319447,0,1
25217529,34208,1353147,147280,1,0,0,80,765952,0,0,59113624,0,1
23739900,27141,1468758,139857,0,0,0,101,516096,0,0,33074438,0,1
31553014,48185,1454803,147080,0,0,0,80,524288,0,0,40764240,0,1
34303580,38158,1142288,145330,1,0,0,89,460800,0,0,17791260,0,1
27977449,43680,1312190,181925,0,0,0,63,258048,0,0,19654053,0,1
28786950,40406,1200305,157495,0,0,0,73,905216,0,0,18865556,0,1
24318607,42653,1112032,153241,0,0,0,82,1028096,1,0,11454922,1851997,1
33004213,42947,1125857,153459,2,4,16384,19,1327104,0,1942118,151972080,0,1
26553655,29230,1107206,154735,0,2,8192,25,1907200,0,832832,229890219,0,1
24080629,32445,969829,163341,1,9,36864,35,2562560,0,8402546,220142971,0,1
20386176,38934,1362350,162165,0,3,12288,12,1116160,0,6050326,108062099,0,1
22303974,43964,1005727,138968,1,6,24576,28,2642432,0,1001675,354556887,0,1
37122443,30152,1209250,173387,0,6,24576,27,2895360,0,920166,212136227,0,1
32809075,35606,1541373,138712,3,6,24576,51,5810688,0,18412266,566606502,0,1
17362552,34378,1278322,129820,1,15,61440,34,3506176,0,46680930,321955161,0,1
21980398,36265,1427122,114212,0,12,49152,34,3260928,0,33514682,175861433,0,1
25761111,27524,1306413,132711,0,35,143360,26,3048448,0,31806177,244746243,0,1
36931048,41553,1317527,124730,1,61,249856,0,0,0,4055557,0,0,1
26316463,42207,1568966,130366,0,80,341504,0,0,0,5541410,0,0,1
26360044,39769,1429558,125114,1,88,335872,0,0,0,5618451,0,0,1
26939222,26002,1579692,151519,1,89,342528,0,0,0,5136762,0,0,1
25005198,35853,1507323,144462,0,78,302592,0,0,0,4603200,0,0,1
28157141,32801,1381965,157882,1,66,1129472,4,16384,0,10763867,7930098,0,1
25206336,37480,1149881,131297,0,58,206848,4,16384,0,6112199,4749334,0,1
18984375,41072,1399067,132628,1,66,418816,2,8192,0,7655843,3746187,0,1
18346301,35067,1195318,141372,1,61,1044992,5,20480,0,12674113,7498725,0,1
18113366,39747,1407395,130936,0,32,436736,1,4096,0,3486343,1939295,0,1
18783877,55505,1406396,113852,1,31,125440,1,4096,0,2567161,1811578,0,1
21118929,50673,1283790,114533,0,88,964608,4,16384,0,6419854,4954443,0,1
24045757,32317,1372644,124904,0,24,98304,2,8192,0,3225495,2283693,0,1
19444256,26344,1062014,165682,0,101,430080,0,0,0,5552155,0,0,1
17599344,43677,1274596,150975,1,107,756736,1,4096,0,5773262,218004,0,1
20405806,61739,1342018,110666,0,74,254976,6,24576,0,7208119,6173939,0,1
16997710,27674,1279258,190157,0,43,1550336,5,20480,0,4734086,3989302,0,1
16161060,23196,1187033,112202,6,47,1273856,13,1474560,0,7468319,15951246,0,1
17319193,31156,1246859,164713,1,24,98304,39,3522560,0,23192791,47407697,0,1
18271294,32744,1428178,148054,0,28,1246208,11,720896,0,6187725,10944575,0,1
19846434,36827,1254843,152983,2,29,766464,5,20480,0,6129258,5116098,0,1
17975592,38171,1311630,141401,0,29,118784,51,3272704,0,3348372,22808091,0,1
23554187,36666,1383499,148871,1,33,1361920,10,557056,0,22209344,24571889,0,1
25983657,42873,1322004,139857,2,55,2314240,1,2560,0,5225753,83307,0,1
25399449,38349,1319898,135074,3,22,477184,27,1009152,0,42080105,119756636,0,1
24143382,44523,1293911,157953,1,15,373248,40,3011584,0,41208470,151122992,0,1
25119077,40187,1315584,135800,0,16,403456,35,3085824,0,27454597,223982346,0,1
25271819,40219,1308730,136540,1,4,50176,56,6475776,0,11537392,177551356,0,1
30710214,44457,1535532,152165,1,6,119808,123,14387200,0,55616140,518410579,0,1
43507505,38681,1579200,149558,1,0,0,36,4411904,0,0,17903583,0,1
41875170,40563,1250701,137560,1,3,43008,3,246784,0,129130798,132846782,0,1
30447717,46079,1368219,141373,1,18,404480,36,2551296,0,52469094,779727881,0,1
22930408,44019,1337610,179452,0,13,277504,35,1843712,0,42451618,154138889,0,1
19462581,41654,1313585,142862,0,14,252928,41,3631616,0,40142878,240879880,0,1
18501839,40898,1300836,148633,0,8,396288,87,9779200,0,24987613,192562552,0,1
21920110,37129,1135642,140285,0,22,1145856,13,1530880,0,92162038,149739308,0,1
23597508,35847,1330454,133094,0,93,5652992,0,0,0,7587780,0,0,1
28424270,36601,1256326,145850,0,71,878592,0,0,0,4676449,0,0,1
27045912,29847,1375370,176870,0,67,905728,0,0,0,4167388,0,0,1
21053581,40742,1077602,143933,0,90,2022912,0,0,0,5506801,0,0,1
25710744,51953,1261787,134376,1,80,1155072,1,16384,0,5710262,426146,0,1
25467645,45111,1356392,159454,0,73,1370624,0,0,0,5664245,0,0,1
19885212,46925,1390105,121000,0,58,1431552,0,0,0,4122711,0,0,1
19185587,48299,1536633,63844,2,58,2641920,0,0,0,4903133,0,0,1
22783366,44073,1350225,38923,2,43,615424,0,0,0,2904286,0,0,1
22706198,37737,1469546,43172,1,49,1829888,0,0,0,3801417,0,0,1
21160696,35108,1398073,145034,2,28,268800,2,8192,0,17900642,6938153,0,1
24767630,27111,1286765,141777,0,16,1030144,75,3756032,1,12032300,74714175,6513045,1
