instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,label
15939114,16995,305426,8843,8,42,3372544,0,0,0,4540984,0,0,1
22052055,6084,17848,9529,0,53,4771328,0,0,0,4569985,0,0,1
16393611,3,143204,1101,0,44,4058112,1,131072,0,5407037,472003,0,1
14962446,887,101817,12107,1,44,4376064,0,0,0,5523681,0,0,1
22390746,3523,113292,12686,29,49,4452864,0,0,0,4541186,0,0,1
18216267,10082,142785,18652,0,52,4231168,0,0,0,4553648,0,0,1
16083958,15846,284376,6388,0,39,4394496,0,0,0,3896560,0,0,1
17217691,5921,48802,514,12,57,5062656,0,0,0,5835200,0,0,1
18898676,3660,234468,10222,0,41,1836544,3,159744,0,3405815,593557,0,1
14078742,6893,40920,6289,0,68,3976704,0,0,0,6004383,0,0,1
16613118,8288,284286,6262,0,67,3933696,2,8192,0,6455381,318478,0,1
17026877,12730,127465,10085,1,58,4443648,0,0,0,6041746,0,0,1
18412518,13843,225304,1657,1,44,3587584,0,0,0,4615188,0,0,1
13597660,15826,82845,8451,1,41,4163072,0,0,0,4231119,0,0,1
17795108,15979,250553,11180,0,54,5678080,0,0,0,5867067,0,0,1
8345553,14808,310953,521,8,37,3659264,0,0,0,3583348,0,0,1
18435402,45,47182,5020,0,44,1722880,0,0,0,3630118,0,0,1
13747078,0,74695,15590,0,45,2718208,0,0,0,3807734,0,0,1
3798406,231,227741,13120,2,57,5162496,0,0,0,6779384,0,0,1
16778592,8974,83062,9928,0,43,2590208,0,0,0,4658905,0,0,1
20144731,7853,58589,1267,0,18,1931776,32,2469888,0,1341011,37011235,0,1
38120101,6820,176608,7153,2,28,2620416,22,2083328,0,2057293,14959449,0,1
30932760,10590,46845,3947,0,4,289280,9,963584,0,40927381,166811466,0,1
33055325,14062,150415,12972,3,23,2340864,44,4836864,0,69522576,656997988,0,1
37876311,18144,242487,1883,7,7,679424,67,7928832,0,25860147,308685454,0,1
42526097,12273,343472,4603,3,6,548864,7,684032,0,128735729,169842407,0,1
33992492,11951,144063,6320,0,11,1131520,48,5771264,0,73412940,687347784,0,1
19627382,18390,68538,4650,0,6,445440,31,3214848,0,47282891,525526099,0,1
15885985,14878,163987,4862,3,2,8192,31,3482112,0,13835235,309466047,0,1
19163068,3325,75108,5613,4,11,1272832,37,3521024,0,60285450,171594811,0,1
14683355,1,203099,9697,1,22,2358272,51,5024768,0,131638099,457603640,0,1
18920587,263,257348,11115,0,9,1052672,52,4632576,0,96905971,356432798,0,1
19641473,0,6505,13591,0,12,529920,40,2233856,0,30094504,128960500,0,1
7915786,0,12079,11724,1,18,1841664,51,1782784,0,46519903,120359020,0,1
1447349,196,205181,11767,0,29,3053568,50,2448384,0,51865180,96509783,0,1
6837089,10332,149379,15321,7,14,1197056,47,3483136,0,54736386,253698472,0,1
12835584,9638,266856,5144,0,7,436736,44,2733568,0,56797447,118870171,0,1
3386178,19760,583047,533,122,12,1140736,47,4904448,0,101526212,214007261,0,1
127894,13141,5030,1427,8,4,323584,29,3148800,0,17625162,205003831,0,1
1671916,3907,9708,573,3,17,1707520,37,2195456,0,76109437,161535939,0,1
13321856,3,40392,519,7,21,2109952,32,3036160,0,97552703,204240292,0,1
10911407,0,218488,8641,1,7,790528,32,3148288,0,3639987,58261304,0,1
38544630,4863,199319,7743,2,10,954368,42,4369408,0,111733320,501437096,0,1
16331695,6420,247814,10671,0,19,1946112,29,2785792,0,77490944,251340323,0,1
1862242,4235,243045,11340,0,2,32768,36,4305920,0,7185165,190745069,0,1
2592340,10426,15776,8899,0,23,2313216,55,5569536,0,166126283,464992452,0,1
28408,11516,4906,484,7,7,434688,44,3871232,0,31039585,201326570,0,1
6936561,1344,9378,1932,0,8,622592,38,3632640,0,63914694,234650327,0,1
4043411,2527,151388,512,1,9,773632,24,2191360,0,48192606,177653587,0,1
4192018,2792,133842,6329,4,10,589312,39,3144704,0,28038078,231404836,0,1
6647766,6254,111989,8582,0,16,1443840,35,3369984,0,86811378,280764896,0,1
4586828,1056,155181,4545,2,14,1343488,37,2827264,0,68425251,177866896,0,1
4065536,5262,274840,13153,1,4,284160,39,3844096,0,12041406,183653104,0,1
9396261,1411,28800,14217,1,9,795648,26,1511424,0,45125839,206687593,0,1
8670028,7965,102532,1089,75,7,267776,38,3091968,0,29576124,194761592,0,1
12427937,766,34764,2825,31,9,135680,44,4235776,0,40417625,276561535,0,1
12746239,3684,184546,6978,2,40,3329536,25,2723328,0,31319630,134552286,0,1
11038555,3266,236409,5276,2,43,4279808,0,0,0,4316483,0,0,1
17819269,1189,289902,6526,23,56,4764160,0,0,0,5833208,0,0,1
9447450,1694,51319,7955,9,49,2245120,1,4096,0,4126614,111524,0,1
9824694,11836,5284,2579,0,51,2486272,0,0,0,4718444,0,0,1
4900586,6756,186362,7632,0,44,3200512,3,73728,0,3809020,10001456,0,1
14856867,1562,256752,6227,0,50,2989056,1,4096,0,4829089,237317,0,1
4555160,313,81284,3557,0,37,966144,0,0,0,2811401,0,0,1
279086,1558,148115,10034,3,64,3124736,0,0,0,4968416,0,0,1
11549309,250,122098,7105,1,53,4295680,0,0,0,5360085,0,0,1
40403980,1681,175294,8073,2,52,4973056,0,0,0,5745127,0,0,1
42919959,949,77095,9813,1,38,3526656,0,0,0,3593755,0,0,1
1418236,6591,196843,3367,0,59,5954048,0,0,0,6905933,0,0,1
842085,28484,71131,513,7,40,4296192,2,229376,0,5080456,471391,0,1
2410963,12319,157619,15424,2,38,3885568,0,0,0,5366684,0,0,1
690054,17843,177921,16611,3,46,3611136,0,0,0,4654102,0,0,1
6699958,11037,204207,878,6,46,4766208,0,0,0,4923440,0,0,1
7458721,22968,251157,4753,12,58,5320192,0,0,0,5756194,0,0,1
54125489,2073,200077,7235,3,36,3657728,0,0,0,3676786,0,0,1
48040515,7262,231682,9673,0,42,3721728,28,2764800,1,4321093,14268277,8049095,1
17248132,1574,239602,10069,3,11,949248,138,4460544,0,4786457,43630192,0,1
14753151,11729,77818,1454,0,16,278016,41,1449984,2,17366192,34259211,2745422,1
38472250,11015,5490,4472,1,20,491008,36,3986944,0,5582537,150979348,0,1
37380746,25872,10002,5370,0,6,96256,47,3296256,0,41927741,527266370,0,1
42659568,11697,106448,7877,27,4,121856,103,9041408,0,26663142,580503950,0,1
24214596,40180,109950,9530,0,2,16896,32,2884608,0,29782551,511321707,0,1
29980148,13596,107050,4035,1,2,24576,52,5176320,0,101868,374607967,0,1
55059813,19728,184122,71582,0,0,0,88,8462848,0,0,509237886,0,1
34798232,20283,113071,95572,33,3,203264,46,3989504,0,48930702,497601408,0,1
50854477,2354,730553,54661,1,0,0,25,2442752,0,0,10724878,0,1
95551494,10550,791363,109432,0,7,347648,47,4944384,0,73577788,511056715,0,1
50247627,10736,564449,66620,1,3,80384,20,1876992,0,37763535,369817294,0,1
36275404,19352,723314,123083,0,2,120832,61,6272000,0,11416724,600948441,0,1
88885292,4114,615295,57536,0,0,0,26,2539008,0,0,245764446,0,1
56811464,12939,192888,61348,0,8,489984,56,5346816,0,37724647,367019911,0,1
27582011,5198,239126,21002,1,3,28672,54,5550080,0,10276409,334075415,0,1
67119367,312,355246,20202,0,19,1761792,43,3346432,0,115723379,292438250,0,1
28320811,44671,422514,6983,3,29,2618368,53,1700864,0,62972214,158762355,0,1
73011118,5900,537925,4979,2,25,1800704,66,2832384,0,33219898,193231509,0,1
25027834,44087,477129,37865,0,5,528384,61,7164928,0,321321,56165901,0,1
63789664,377,398852,8105,0,7,611328,31,3497984,0,202635777,431147298,0,1
52475941,11289,620376,35528,0,3,207872,61,6541312,0,19834286,178530527,0,1
47479827,9968,322992,510,0,8,806400,49,4169728,0,69243839,320557550,0,1
45925033,2846,538320,12302,2,7,445440,47,3785216,0,53305844,210852217,0,1
99876343,6454,373896,33377,2,16,1461248,63,3932672,0,39656054,172479095,0,1
34729077,13066,375483,3100,14,24,2544640,60,5634048,0,63546671,303677949,0,1
14898114,16429,135778,53207,7,11,1319424,39,4227072,0,98742379,110276481,0,1
40924941,5,248449,65128,12,11,1265152,36,3700736,0,81634319,234842567,0,1
55238319,1570,471618,6172,0,21,2253824,49,4272640,1,67645823,260119334,1947435,1
60583950,10393,523464,3343,0,3,393216,177,16404480,0,185476,152509126,0,1
39940271,10114,124141,24092,0,0,0,0,0,0,0,0,0,1
53047741,3223,394562,25726,0,0,0,0,0,0,0,0,0,1
23207427,5973,177701,17018,0,17,1799680,10,1028096,0,643336562,458974684,0,1
24088570,15306,380968,579,1,44,4355584,4,110592,0,4211346,451431,0,1
21847240,9817,33159,827,12,42,4262400,4,53248,0,4389293,266331,0,1
20507525,5746,87062,3400,8,42,4139520,0,0,0,5158460,0,0,1
19313476,10294,18191,2317,4,48,4680704,0,0,0,4974185,0,0,1
25312103,31014,15901,34662,12,49,4433920,0,0,0,5682669,0,0,1
22345352,29095,36231,15311,9,50,4549632,0,0,0,4238963,0,0,1
18020960,18684,166405,5879,0,46,4297216,0,0,0,4259724,0,0,1
17605878,34119,400702,28186,16,22,2012160,3,57344,0,5462478,5457535,0,1
15546374,15857,33002,41390,3,51,4297216,0,0,0,4823486,0,0,1
28402,40637,31990,48683,16,49,4768768,0,0,0,4451264,0,0,1
28402,46243,22449,36446,0,31,991232,0,0,0,3132349,0,0,1
16702663,51023,311149,41444,16,43,2329088,2,8192,0,4480727,229487,0,1
8123525,44359,92547,8076,6,49,4180480,2,8192,0,11244816,2251377,0,1
48709744,45334,407810,12425,4,58,4450816,0,0,0,6473731,0,0,1
24945952,44045,350212,45348,8,33,2708480,1,61440,0,3548809,196915,0,1
34056538,42391,764115,40798,0,51,4223488,0,0,0,4950914,0,0,1
35852751,45603,744992,20814,18,33,1622016,0,0,0,3176550,0,0,1
28411,47660,1525328,52243,5,51,4144640,0,0,0,5877896,0,0,1
1766620,46827,1704728,20558,9,50,5564416,0,0,0,5076212,0,0,1
14394579,39946,1341953,52695,8,48,3444736,0,0,0,4223267,0,0,1
21724344,41198,1638666,92623,0,43,4608000,0,0,0,4699330,0,0,1
30787273,41719,1416905,62668,18,37,3641344,0,0,0,3431985,0,0,1
24588748,44137,1136547,100364,1,46,2365440,1,53248,0,4593274,122998,0,1
27807597,41799,880317,122583,1,43,4306432,0,0,0,5687376,0,0,1
21942158,40835,1440544,161991,5,43,3023360,8,409088,0,3667076,4425843,0,1
29993191,35788,1178641,148903,31,3,266240,52,5557760,0,5635097,156292109,0,1
27056725,46507,966927,149719,0,23,2365440,28,3058688,0,217930230,625141074,0,1
23834480,41991,1223489,147830,0,14,981504,101,8677888,0,15929068,459364648,0,1
28609602,50025,1227979,150317,5,12,880640,28,1772032,0,105488149,735905034,0,1
29916857,40423,928249,144547,3,9,834048,52,4919296,0,53391369,331492180,0,1
32578434,39158,1191267,156196,4,13,1092096,53,4523520,0,22634434,260250590,0,1
26470491,36606,1180333,155055,0,21,2140672,52,1876480,0,86611632,183545543,0,1
29021219,38574,1476689,155712,7,25,2284032,51,3598848,0,70419449,329671384,0,1
25508461,24238,1492781,149970,47,3,62976,58,6028288,0,20648934,177213293,0,1
29224772,42412,1609057,145781,18,10,1143296,79,8635904,0,17974894,376598983,0,1
26589170,38828,1651881,153779,8,6,560640,21,2235392,0,121013515,398939073,0,1
28090306,42456,1643468,148961,55,11,912384,52,4299264,0,37296833,132597761,0,1
30146825,39982,1609583,145858,5,1,4096,89,10259968,0,10499826,232623534,0,1
30742880,43232,1325072,142662,2,0,0,12,1323520,0,0,6026406,0,1
31264793,39311,1201859,145923,0,1,4096,30,2995200,0,31069956,486038220,0,1
26360243,38676,1266140,155643,4,2,76288,84,9186304,0,21748117,266721453,0,1
23801349,42447,1299171,155137,8,2,8192,36,3952640,0,28050515,407236274,0,1
26625553,25882,1091042,130508,12,0,0,13,1547264,0,0,5824872,0,1
27885662,18797,1289006,125343,15,23,1916928,65,6242304,0,74422298,674020494,0,1
24923962,28141,1346762,150437,1,21,2295808,36,2695680,0,59210947,231538353,0,1
24349166,29491,764315,158110,2,11,551424,64,6471680,0,31549374,398566018,0,1
24172523,35545,1223435,138929,7,1,4096,64,5609472,0,5686340,72830286,0,1
22914649,31704,1122713,146442,27,12,1336832,38,2649600,0,37637469,204839695,0,1
22466855,24871,1172617,170677,1,5,182272,44,3405824,0,26439344,239541152,0,1
25416800,43774,1136538,155372,5,12,655360,44,2611712,0,34827907,193050572,0,1
21133206,40635,1082293,151383,6,13,929792,56,3784192,0,44427126,234839281,0,1
24062939,36354,1252372,162655,1,38,2744832,35,2395648,0,39840763,128200149,0,1
22962747,24143,1276385,160202,0,60,5666304,0,0,0,5553053,0,0,1
25313329,37173,1260983,159884,1,42,3328512,0,0,0,4079767,0,0,1
25831936,28434,899935,166346,0,45,745984,0,0,0,3362205,0,0,1
24396855,37743,918075,171667,3,67,3364864,0,0,0,5902001,0,0,1
49744502,34127,933530,149538,0,68,6121984,0,0,0,6473773,0,0,1
72164509,33145,925585,150410,1,48,4176896,0,0,0,4754247,0,0,1
46435671,31382,440641,25796,1,72,6214656,0,0,0,6739660,0,0,1
28117778,32814,912113,94596,0,58,5441536,0,0,0,5630547,0,0,1
12015532,19160,612550,136733,3,59,2694656,0,0,0,5891188,0,0,1
4621596,36503,50214,164560,1,60,5594112,0,0,0,6421455,0,0,1
270032,30944,367458,152903,6,49,3683840,1,65536,0,4632051,2277309,0,1
1894428,37790,677906,130800,1,58,5159936,17,1388544,0,4502032,3522004,0,1
1479382,40339,604891,131260,0,40,3366400,1,4096,0,3473795,62615,0,1
2808085,42007,755192,160431,0,53,2839552,0,0,0,4661100,0,0,1
748484,43462,543367,157411,2,54,3209216,0,0,0,4777174,0,0,1
161729,43200,734123,156131,0,45,3380224,0,0,0,4783037,0,0,1
2666858,58889,775902,135934,1,47,4357120,0,0,0,4811261,0,0,1
4296957,38546,1254876,134598,0,48,4670464,0,0,0,4745344,0,0,1
181193,10590,1068832,135782,2,39,3257856,2,8192,0,21961616,5362210,0,1
1153092,39426,539462,171858,4,51,3631104,0,0,0,4833819,0,0,1
205913,38078,73638,145697,3,78,5946880,0,0,0,7017509,0,0,1
386186,26846,350565,142258,1,50,5053440,0,0,0,5698426,0,0,1
979771,29548,622180,145583,0,51,5222912,0,0,0,5877327,0,0,1
170333,36853,539823,146098,0,43,4327424,0,0,0,4502159,0,0,1
749088,35893,5009,148265,0,47,3747840,1,4096,0,4527716,100647,0,1
623503,30985,634032,143210,0,50,5217280,1,61440,0,5553793,744481,0,1
1034246,35478,841171,143745,0,11,846848,27,2478592,0,25320680,130869423,0,1
68825,34242,941698,163627,1,9,704000,110,10785792,0,24269680,218354147,0,1
854787,40049,1084389,179108,0,0,0,0,0,0,0,0,0,1
961442,21374,643079,141415,0,5,364544,174,15912960,0,132979859,605048010,0,1
1292094,20479,490434,104570,0,0,0,64,5692928,0,0,17702169,0,1
1473808,22191,410728,120490,2,0,0,0,0,0,0,0,0,1
1717291,21455,998263,204662,0,0,0,0,0,0,0,0,0,1
1833706,23462,1081739,208017,1,3,138752,75,7702016,0,91795016,2078534574,0,1
1205911,21452,1062551,131418,1,1,50688,75,8301056,0,44773,70141893,0,1
28819,41091,920404,128922,1,0,0,0,0,0,0,0,0,1
65096,42420,1170579,122072,0,5,311296,121,11426304,0,121154812,544692967,0,1
389790,42918,1045401,130778,1,0,0,7,853504,0,0,1988674,0,1
259754,46767,1223072,126448,1,6,630272,61,6013952,0,166421558,313723168,0,1
480576,36270,1288704,53126,1,11,975360,38,2546688,0,88773453,355902587,0,1
1237385,35391,1188300,130514,0,12,989184,51,4802048,0,72330961,248008540,0,1
1377440,32726,1034288,169705,0,10,315904,66,2777600,0,32525478,191907763,0,1
1439925,33677,1268900,174627,2,18,715776,40,2225152,0,32465114,137935657,0,1
1482244,30687,1292125,179878,12,2,15360,51,3886592,0,3514560,36288683,0,1
28402,40808,1075014,187849,4,6,148480,63,4978176,0,61724696,588799850,0,1
2624172,24506,873909,188703,4,4,65536,38,4265984,0,18200903,205196214,0,1
885677,38390,737104,202669,0,2,15872,46,5024768,0,12504801,304242487,0,1
411863,31414,467299,207453,0,2,87552,50,5129216,0,37558694,511197452,0,1
573909,33371,748880,194641,14,4,154112,20,2033152,0,46878471,485524675,0,1
1263125,38666,686101,221797,13,5,214016,34,3108864,0,19473014,183561685,0,1
404612,36007,991565,198305,0,8,205312,52,3616768,1,35513959,217292156,836835,1
942585,29510,300080,199507,2,2,13312,71,6419968,0,21413207,182689981,0,1
1162526,18871,315962,142961,10,0,0,31,3387904,0,0,17653092,0,1
413748,30107,532463,131135,0,2,17408,22,2119168,0,56919836,320053411,0,1
1379661,18827,1032671,139837,0,7,62976,57,3770368,0,51650936,238580815,0,1
1494677,22115,1181834,141705,7,2,10752,52,4935168,0,7257987,70385154,0,1
1746173,28901,715215,141058,3,4,146432,58,6163968,0,65848554,477116917,0,1
1778830,34972,623642,127029,3,2,29184,60,6217216,0,27830316,394752488,0,1
1819516,16912,658452,135374,0,10,1121280,130,12525568,0,119322262,272836492,0,1
2284753,14790,476455,196278,0,54,2306048,43,4227584,0,4189165,14481957,0,1
1339873,28859,412738,200382,3,41,2133504,0,0,0,4601190,0,0,1
28411,12772,487808,190407,2,0,0,0,0,0,0,0,0,1
9861118,576,286060,191529,0,0,0,0,0,0,0,0,0,1
2012417,7425,336567,181969,0,19,2090496,2,192512,0,1713157,120235683,0,1
1004678,10157,706609,162830,0,38,3405824,0,0,0,4365807,0,0,1
6433525,22589,971671,223260,44,49,4645888,0,0,0,4870673,0,0,1
2998629,27451,473730,205166,0,38,2542592,0,0,0,3451154,0,0,1
1419192,14253,675466,156972,1,42,3034624,4,126976,0,4547610,407324,0,1
1449582,38570,871525,131751,7,24,2096128,67,2433024,0,2807205,9217202,0,1
1588244,27280,984098,142277,11,48,3636224,10,327680,0,5072160,865223,0,1
1419881,31754,855559,131007,2,43,3136512,1,32768,0,4981844,108180,0,1
1809480,12139,703722,176723,0,56,5262848,0,0,0,6190992,0,0,1
1739115,33362,638517,175322,9,31,1715200,0,0,0,3670742,0,0,1
1819866,6757,879237,154790,6,54,4282880,0,0,0,6389874,0,0,1
1903781,9036,554770,144127,4,53,4438016,0,0,0,5621569,0,0,1
1644523,15808,140125,114858,10,27,2204672,1,49152,0,2998100,100327,0,1
615221,793,769892,163841,1,51,3166720,0,0,0,5196105,0,0,1
28813,37134,707418,155491,4,48,2182144,0,0,0,4719704,0,0,1
30576,11469,141980,184310,14,51,4322304,0,0,0,6400153,0,0,1
108111,41548,172043,86818,1,42,3122176,0,0,0,5306488,0,0,1
645418,16779,434962,172656,4,53,4596736,0,0,0,7488382,0,0,1
1317659,30310,25977,115601,1,9,473088,25,2493952,0,1281611,70240142,0,1
1509722,16543,27328,69340,0,9,856576,84,6687232,0,94465886,432322517,0,1
1785449,31780,23176,41674,0,19,1939456,62,6135808,0,90368804,147707513,0,1
873073,28743,38725,113216,10,0,0,18,1626624,0,0,312670523,0,1
87305,30625,123713,4582,18,16,1739264,55,4283904,1,23171437,178394704,4236058,1
1667936,28524,161039,52378,12,7,790528,43,4103168,0,80149841,334284492,0,1
730422,29976,196182,109406,14,10,1056256,41,4166144,0,66889281,367924001,0,1
1548787,27445,801624,183243,7,9,914432,53,4730368,0,97345828,262797299,0,1
1723713,21459,25709,181412,1,0,0,13,1484288,0,0,7808873,0,1
2172034,29170,25418,152094,1,10,293888,43,3235328,0,72845198,387898275,0,1
2260682,47726,34695,65355,3,4,50688,53,4881408,0,17231855,248668976,0,1
2720326,33432,19813,7694,0,7,194048,53,2286080,0,37418104,189914197,0,1
1865844,28080,25608,18379,7,18,972288,42,2577920,0,45849024,179715584,0,1
64278,23548,18969,18831,20,7,127488,43,3706368,0,33400199,227626105,0,1
1543000,14752,21728,46123,7,7,254464,64,4487168,0,29483001,384893368,0,1
1801876,7384,133521,48104,1,9,266752,42,2320896,0,32952875,147934946,0,1
1680808,16471,130785,44845,0,6,337920,32,3232256,0,24234252,194301992,0,1
159130,13247,160446,71566,2,31,3301376,76,7699456,0,80473125,326145916,0,1
977945,29979,1225519,131468,3,3,251392,62,6723072,0,1998325,304386432,0,1
1099131,16556,1305675,75474,0,11,1027584,19,2245120,0,201326122,51313239,0,1
1133596,13096,974086,99001,0,25,2109440,61,5026816,0,76156378,678010462,0,1
72473,19389,1212189,110880,0,14,1325056,75,3492864,0,34431958,148561293,0,1
1565314,16950,1177647,106658,0,10,976896,16,1503744,0,72424269,216498400,0,1
1577163,9120,1167261,125130,6,11,940544,47,4259840,0,57238822,823955315,0,1
10794187,21193,1199506,112882,1,15,1124864,54,5386240,0,1060051,68749918,0,1
25241296,17939,1263617,15692,0,30,2944512,5,118784,0,2244132,453139,0,1
26248579,11554,906632,156643,3,40,3468800,0,0,0,4556928,0,0,1
21010000,12583,699458,139076,1,32,3012096,1,69632,0,3959015,132326,0,1
13606003,13315,667983,102860,3,58,5123072,0,0,0,5732187,0,0,1
26068936,12665,708555,100158,2,48,4298240,0,0,0,4683208,0,0,1
21533942,10493,667954,82711,0,51,4614656,1,49152,0,5092852,121498,0,1
22151101,22412,1011779,30377,3,40,2680320,17,507904,0,3365465,1279203,0,1
20031884,15406,1177981,6872,29,64,2825728,5,163840,0,5170841,862282,0,1
18864739,9660,976367,10452,0,66,5242880,1,8192,0,6079451,88648,0,1
21149163,23176,1114197,6567,0,57,4362752,0,0,0,5920329,0,0,1
8470398,12443,1113327,6753,0,55,4504064,0,0,0,5439086,0,0,1
3092654,18902,1154159,35440,0,39,1591296,0,0,0,3669531,0,0,1
23333096,18204,1356313,14477,0,58,4355072,0,0,0,5281290,0,0,1
26927616,24711,893447,57634,0,58,5280768,0,0,0,5993148,0,0,1
26552103,12344,742225,11717,0,57,3526656,0,0,0,5557500,0,0,1
27104031,32216,716256,104642,1,41,3471872,1,49152,0,4628527,91680,0,1
6600682,10196,1271794,96457,0,51,4404224,0,0,0,5677330,0,0,1
14715460,27089,1185407,67660,0,43,2621440,0,0,0,4207088,0,0,1
14538150,10051,1030756,10004,0,57,2392064,1,65536,0,4510615,452006,0,1
24703149,20072,1028464,125628,0,52,2792448,0,0,0,5410215,0,0,1
24098454,2503,815809,97003,1,52,3855360,1,61440,0,5065269,149173,0,1
25369758,27,1195080,102704,0,48,4232192,0,0,0,4120175,0,0,1
18468130,4644,1168727,123306,10,39,3046912,0,0,0,3970827,0,0,1
27063234,7505,1239981,100960,10,42,2875904,0,0,0,4089076,0,0,1
13572352,4181,1039298,58828,1,48,4332032,0,0,0,5086433,0,0,1
2251253,11167,207874,43717,0,54,2782720,0,0,0,4492835,0,0,1
3052177,503,23370,69615,2,18,474624,0,0,0,1698665,0,0,1
3939204,40,41054,74958,0,22,1756672,1,4096,0,42733378,26314950,0,1
10055439,1315,65125,19482,4,58,4752896,25,3088384,0,8278632,12307554,0,1
19835578,4218,66463,41297,1,18,1525248,4,81920,0,1543986,441402,0,1
22970822,7300,160966,26039,0,35,3103744,2,98304,0,4111129,204934,0,1
23710354,4329,432847,10199,0,4,246784,111,10039296,0,28262510,310387709,0,1
24535064,7837,1515662,72207,0,0,0,0,0,0,0,0,0,1
24977865,15583,1365098,117430,0,16,1245696,107,7155712,2,19028093,176928094,41493762,1
23530363,7289,1633626,15670,1,6,531456,56,4064768,0,124689836,400210551,0,1
25519195,1238,827690,15827,1,5,524800,33,3072512,0,38512485,110247074,0,1
24171151,6607,636432,127556,2,0,0,65,6138880,0,0,614575993,0,1
21263080,18534,1214878,42396,2,0,0,63,4351488,0,0,353245136,0,1
14272955,24352,819704,10293,17,0,0,88,8547840,0,0,88131363,0,1
24466038,33521,637595,52733,5,0,0,31,2908160,0,0,429388069,0,1
14173438,34609,767488,4970,2,0,0,73,6275584,0,0,607119913,0,1
18580329,32543,780714,8836,554,0,0,27,2845696,0,0,23593079,0,1
21012664,24027,1076844,60800,658,0,0,58,6021632,0,0,764405795,0,1
18001540,16074,832952,18585,425,0,0,54,4301824,0,0,253236812,0,1
19765625,24115,684055,6782,343,0,0,87,7246336,0,0,416166434,0,1
24947765,26843,1089607,40749,0,0,0,36,3924480,0,0,20665757,0,1
20123304,25594,1020343,101933,7,4,126464,52,5683200,0,51172684,561011457,0,1
23024412,2549,1440677,66091,1,10,1138688,44,3870208,0,141732490,170695014,0,1
31623559,1524,1437265,75915,0,9,782848,114,10577920,0,63060464,218744380,0,1
20544127,2247,1132422,103621,1,1,4096,21,1666048,0,28110745,403657611,0,1
32873776,445,935571,84433,13,6,574976,45,3795456,0,54520893,149208105,0,1
39810029,12381,315350,42812,0,12,1148416,102,5315584,0,37287667,461987230,0,1
34915692,17656,451320,9454,1,14,1311232,52,3123712,0,38606381,234090575,0,1
36616603,14235,1080248,13710,3,19,2294272,71,3382784,0,125965911,292356893,0,1
37687020,22174,1222238,33657,1,14,1227264,86,4864000,0,48472900,231018932,0,1
32659373,33259,685847,13212,2,22,2255360,54,3164160,0,236442522,143696307,0,1
24213884,32492,1287569,70792,2,5,331264,76,6042112,0,8422295,295593083,0,1
36343835,32666,1280116,43164,2,11,988672,64,6313472,0,127630673,619908152,0,1
59353217,28803,1236843,6150,4,1,4096,44,4057600,0,14469372,251449669,0,1
27153137,36093,1392939,40531,1,10,1020928,30,2401280,0,145268639,298595086,0,1
34761404,31412,807566,128029,0,0,0,37,2646016,1,0,16079734,8804211,1
26308757,23178,1173860,128606,3,1,4096,28,2790400,0,130731,182113108,0,1
27721715,33927,899086,29591,5,1,4096,17,1320448,0,46672,150124581,0,1
22888577,23256,808391,24335,0,10,909312,104,10284544,0,2880894,237129580,0,1
26188764,24094,1294247,71146,1,42,3932160,19,2109440,0,3358609,7211505,0,1
24115011,30193,667337,94477,1,49,4541952,0,0,0,3928874,0,0,1
25141175,35037,697507,134551,0,51,5345280,0,0,0,5008882,0,0,1
20067780,28934,666588,111386,2,59,5341696,0,0,0,5877800,0,0,1
31393167,36781,869322,88545,1,36,3231744,0,0,0,4688782,0,0,1
33739785,31661,604303,103935,1,58,5234688,0,0,0,6376204,0,0,1
29772202,33926,693429,90363,1,48,3902976,0,0,0,5185061,0,0,1
27489276,8235,367584,129350,1,45,3317760,0,0,0,4558803,0,0,1
26673184,36070,282132,152694,1,54,4993024,0,0,0,6069874,0,0,1
29047097,16182,359729,151011,1,43,4528128,11,835584,0,5311691,2173890,0,1
38767897,13030,363189,160887,2,38,3061248,1,4096,0,4023826,128580,0,1
40249056,8252,56713,131544,1,56,3925504,0,0,0,5311915,0,0,1
37189458,9761,253882,141371,0,0,0,0,0,0,0,0,0,1
26079060,8862,82330,117767,0,19,1905152,6,339968,0,313708814,65819504,0,1
27663753,20839,91672,127229,0,46,1667072,7,212992,0,4149169,1076841,0,1
28469790,18959,541311,91077,1,46,2612224,0,0,0,4358714,0,0,1
26042099,22222,777464,129237,0,56,4024320,0,0,0,4958540,0,0,1
39357313,23810,819951,66821,2,37,3281920,1,81920,0,3779900,221050,0,1
32553488,21195,189274,56748,5,40,3921408,0,0,0,4413111,0,0,1
28700703,16472,847602,3707,9,49,5019648,0,0,0,5157546,0,0,1
24540282,53783,884721,98585,0,21,1645568,85,8626176,0,25569650,122203062,0,1
24626387,72576,660881,67868,0,0,0,91,9027584,0,0,28579736,0,1
44114020,10772,474904,102966,1,0,0,0,0,0,0,0,0,1
19022210,15653,525189,90651,1,7,156160,28,2754048,0,379995712,955680991,0,1
21638035,19543,551662,85578,3,0,0,38,4138496,0,0,21742190,0,1
19725921,19279,425368,78050,2,6,494592,56,4440576,0,66766875,515794633,0,1
23444802,33554,647023,80700,1,13,1045504,134,11639296,0,72075925,133694207,0,1
